id,product_name,brand_name,review,rating,review_votes
240228,"Microsoft Lumia 950 RM-1104 5.2"" 20mp 3gb Ram 32gb 4g Smartphone International Version No Warranty (Black)",Microsoft,"tl;dr: this is a good phone for people that like the Windows os, especially at the current price.I got into Windows phones about 2 years ago after having the Nexus 3 and Nexus 5 android phones. I've used some ""budget"" Windows phones from Nokia and decided to give the 950 a try a few months ago since it was being offered at a big discount to retail on Amazon. I liked Windows because I don't use a lot of apps (10-15 usually will do it) and all the ones I do use are on the platform -- if you are an ""app for everything person"" then Windows phones are likely not for you. The Windows 10 os makes *significant* improvements over the previous os and it feels like a well integrated, intelligent system to use. The build quality is at least equal to the Nexus phones and a step up from other Lumias I've used. Overall if you like Windows this is a terrific phone.",5,3
99873,BlackBerry Storm 2 9550 Unlocked Phone - No Warranty,BlackBerry,"Timely delivery. Product according to the specifications. excellent quality-price relation, easy to use. WiFi very useful Excellent camera. I strongly recommend it.Excellent product and excellent supplier. i like it and i will buy another one next time.",5,1
228726,"LG Nexus 5 D820 16GB Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 5"" True HD IPS+ Multi-Touchscreen -White",,"Three of the biggest reasons I bought this phone:1. World Phone. (Factory unlocked)2. Pure Android. (Stock KitKat)3. Affordability (only $350?! WOW)All the other android phones have skins that the manufacturers lay on top of these smartphones which creates TONS of problems, any android veteran will understand what I'm saying. loving the phone so far, silky smooth, and frightfully fast, only downside are the external speakers which aren't loud enough and mediocre at best... other that lovely experience so far no complaints!!!!",5,1
307675,Samsung Galaxy Appeal I827 Unlocked GSM Android Cell Phone - Black/Silver,,thought it was going to be a lil bigger . But good phone. At&t dont really have keyboard phones. H,3,3
323638,Samsung Galaxy Note 3 N9005 32GB 4G LTE WHITE Unlocked International Version,,"Though it is written in the item description that it is unlocked, the phone is locked and doesn't work with my sim card.",1,1
371316,Samsung Galaxy S7 Edge G9350 32GB HK DUAL SIM Factory Unlocked GSM International Version no warranty (BLUE CORAL),Samsung,Those black lines showed up from no where. I don't know what is the problem . I would like to get an exchange please,2,6
375523,Samsung Galaxy Tab P1000 (SC-01C) - GSM Unlocked with Phone Capabilities,Samsung,thnk you for you the order is very good as what I whant and it nice to use thank agen to you,4,1
270721,Nokia Lumia 822 GSM Verizon CDMA 4G LTE Windows Smartphone -Black,Nokia,"This. Phone. Saved. My. Life. Not literally, but you get it, everyone has been there. If you have a verizon sim card (in the tray underneath the memory card), then this phone will work for you. At this price? Saved me HUNDREDS of dollars, not to mention prevented me from prematurely renewing my awful contract. I love windows phones, I will never switch to another type if I can help it, and this Lumia is my life. Love it.",5,1
80951,"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Black (U.S. Warranty)",Asus,"This were the most disappointing phones I've ever had. It is the first time I give a negative review, I bought four phones for me and my family. FOUR!!!!. Three of them were broken. one of them did not even turn on, and the other two phones did not received any signal or vibrate at all. The fourth phone at least seems to be working OK, but I am very disappointing especially because I considered ASUS as a good brand since I've bought several ASUS products before and they were great. I hope ASUS make something to improve the quality of their phones because these one were absolutely garbage.",1,1
166799,"CNPGD [U.S. Office Extended Warranty] Smartwatch + Unlocked Watch Cell Phone All in 1 Bluetooth Watch for iPhone Android Samsung Galaxy Note,Nexus,htc,Sony Brown",CNPGD,"This watch is cool. For the price, it is worth every penny. It is hooked to everything in my phone. Although i could not figure out the browser. I dont think they even made it to work. Instead of looking up BT notification apps in the play store, wait until your watch arrives and turn it on. Scroll through and you will see an app QT. Scan it and the app works flawlessly. I can connect to my phone from the watch with this app. All the other apps never worked so don't waste your time. As for the looks, it is amazing. Not too bulky or uncomfortable. Sleek and the touchscreen works great.",5,2
77897,Apple Smart Watch Sport 38mm - Silver/White (Certified Refurbished),,This watch is complete garbage! FedEx delivered it a little bit ago and it didn't have an ounce of juice in it. Waited 2.5 hours for it to charge finally came on and have been trying to pair it for the longest time. Will definitely be sending it back in for a refund and buying one from Apple.,1,3
79777,Apple Watch Sport 38mm Gold Aluminum with Antique White Sport Band (Certified Refurbished),,"This watch arrived in the standard Apple package, exactly like new. Have had it for several weeks and it works flawlessly.",5,1
254466,Motorola MOTO X XT1058 16GB Unlocked GSM 4G LTE Android Cell Phone - Black,Motorola,This was to replace my previous motoX XT1058 which was lost. This is probably the best phone I have used. I tried the new Moto X pure edition but it was too big to fit in my pocket and uncomfortable to hold. All other phones (newer models) that are of similar size do not have the performance and features of this phone.,5,2
288954,Palm Centro 690 Pink No Contract Sprint Cell Phone,UnAssigned,this was to be a replacement phone until my upgrade but now i am keeping it as my own phone as it is just so nice! also was delivered on time and seller helped with my questions i had.,5,7
293387,"POSH MOBILE ICON ANDROID UNLOCKED DUAL SIM 5.0"" GSM SMARTPHONE with soft metallic design, FULL-sized display, 5MP Camera and 4GB of Storage (MODEL # S510 GOLD)",Posh Mobile,"This was the worst phone I've ever purchased: runs slow, charges slow, GPS doesn't work, camera is TERRIBLE, and you can't watch videos. Don't buy it!! If you're wanting a phone to put your SIM card in, go to Walmart and purchase one of their pay as you go phones. I got the LG K7 and I love it.",1,3
1450,"6"" Inch Unlocked Android 4.4.2 MTK6572 Dual Core Smartphone 598.0~1203.0MHz RAM 512MB ROM 4GB Unlocked WCDMA GPS QHD IPS 6inch Dual SIM Cell Phones (Black)",,This was the worst phone I have used . It doesn't even work .,1,9
260429,"Nokia 5800 XpressMusic Unlocked Phone with U.S. 3G, GPS with Free Voice Navigation, Wi-Fi, and 4 GB MicroSD Card--U.S. Version with Warranty (Black)",Nokia,"this was the review i wrote initially when i gave it four stars...i spent a week online trying to figure out which smartphone i should buy. i required an unlocked gsm phone that would receive the most common 3g bands as well as wifi. i also wanted a decent camera. i've never used a smartphone before and would have normally tried a few models. only nokia had phones that filled my requirements. i selected 5800 because it has the biggest screen and is the cheapest. the phone performs my requirements fairly well. it feels very clunky but since i've never so much as touched another smartphone, i have nothing to compare it to. amazon service was excellent.the phone worked fairly well for first 100 days. (curiously, the warranty was 90 days.) first, it stopped keeping time. then every time i received a call, it would switch into another function so that the call ended up on voicemail. thinking that it might have needed a software update, i tried to hook the phone up to nokia's pc suite. in the past hooking up took anywhere from 15 minutes to an hour: it never worked the first try. so i spent an hour and a half without any success. i tried the support system in the past never with success. i was able to find a way to send the phone back--i have extended warranty from amex. but even if my phone would be fixed, i would still need to buy a new phone for the interim; moreover, i had no reason to believe the problems would be remedied. instead, i decided to take out my frustration by badmouthing nokia every chance i get for the rest of my life. no wonder that every other cell phone company is taking share from incompetent nokia.",1,8
322443,Samsung Galaxy Note 3 (SM-N900V) - 32GB Verizon + GSM Smartphone - Black (Certified Refurbished),Samsung,"This was rated in very good condition, and upon getting it I completely agree. Is like a brand new phone. This phone has so many neat features. Very happy with it.",5,1
184399,GreatCall Samsung Jitterbug Touch3 Senior Smartphone with 1-Touch Medical Alert and Large Display,Samsung,"This was purchased as a gift, HOWEVER, GreatCall said they cannot connect service even though their website said they provide service to the zip code.",1,2
308337,"Samsung Galaxy Exhibit 4G (T-Mobile), t679",Samsung,"This was purchase for my husband. He liked the phone, but could not get pass the small screen size or the size of the phone; it was just too small for his hands.",4,1
277326,Nokia X7,,"This was not a pleasant 'Sold by the oem shop... Fulfilled by amazon' transaction. It left me querying both quality control criteria and procedures; however, the amazon representative handled the matter in a stellar fashion...kudos!At-a-glance:-The Nokia X7 was ordered, received (black steel color), and NOT new as listed-Sent emails (unanswered) to vendor (dictated by protocol since it was sold by the oem shop)-Received model X7-00.1/RM-659/059J7V2 as refurbished in opened OEM box w/rogers recycle bag-Exterior OEM label was covered w/another label: ""Nokia X7 Unlocked 3G...Version w/No Warranty""-Device will only work on WCDMA 850/1900/2100 MHz (Not a pentaband like the X7-00/RM-707)-Opened box had only device, 8GB microsd, quick start guide, micro-usb cable, and charger (US)-Premium nokia headset (WH-701), along with the extra earbuds, were not included in nokia box-Housing was scuffed/dirty with sim cover not inserted and wouldn't power up due to dead battery",1,5
182458,Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,Samsung,This was NOT a new phone! Screen protector was reapplied and the charger cord was dirty and wrapped in masking tape. The charger was also ripped open.,1,1
54072,Apple iPhone 6 64GB Unlocked GSM Smartphone - Space Gray (Certified Refurbished),,"This was my second time buying an iphone on Amazon as the previous one was blacklisted. Upon arrival, I noticed that this ""refurbished"" product never had its screen installed properly. I could push the screen on the bottom right corner, indicating that the screen itself wasn't 100% in tact. I will be returning it as I didn't sign up for that. Also, the screen is starting to not register my movements, which sucks.",1,13
222733,LG G4 H810 32GB Unlocked GSM 4G LTE Hexa-Core Android Smartphone w/ 16MP Camera - Metallic Black,LG,"This was my second attempt to get a G4, and the second time I received a lemon. After doing some research it seems LG made these with a defect that causes them to go into a constant loop while booting, effective making the phone useless. It has to be repaired by LG. While they have acknolwlged the issue, and are repairing some phones it seems they are not consistent about it. If you do buy this phone MAKE SURE you have the full LG warranty. It seems the bootloop issue can occur at any time, whether a day in or a year in. Once it does, it's dead. This phone I had for about two weeks, and I loved it. Now I've ordered a different phone, and have wasted money on a case, screen protector, sim card, and activation. On top of that the seller has not provided a postage-paid return label. BE CAUTIOUS",1,5
304173,"Samsung DoubleTime I857 Unlocked GSM Phone with Android 2.2 OS, Multi-Touchscreen & TouchWiz UI, QWERTY Keyboard, 3.15MP Camera, GPS, Bluetooth and microSD Slot - White/Black",Samsung,this was great it worked fine and the code was easy to put in love it ty will recommend to friends,5,2
262047,Nokia C3 (C3-00) WHITE Unlocked Phone,Nokia,"This was for my son to replace a phone he damaged at work. He is a college student, but is a foreman for his scene shop, so he's always on call. He needed a qwerty keyboard because he sends/receives so many texts about things at the theatre, that it's easier. BUT, due to his job, he's always banging himself (and phone) on wood pieces, metal grating, ladders, etc. SO a full screen front was out of the question.......that's how he damaged the other one. PLUS cost was a major factor knowing he'll damage it again, probably. He liked the fact that on the school wireless he could always check email with this phone, too. Again, important to his job. This phone is NOT 3G, it is NOT a smart phone, it is NOT able to access internet/email from anywhere. Just places where wifi is available (like a college campus).All that said, it fit the bill for him very well. He likes it thus far, though he's only had it at school less than 2 weeks. He says it seems fine for what he needed it for. The reason for 3 stars is just that for MOST folks this won't do as much as they want.However, if you're looking for a smartphone alternative for a college student who is nearly always on the school interface, this works as a very nice inexpensive alternative.",3,1
15341,Apple iPhone 4S 32GB Unlocked GSM Smartphone w/ 8MP Camera w/ Siri & iCloud - White,Apple,This was defective item. The product was said to be factory unlocked gsm worked any where world wide .Its not working,1,10
10049,"Apple iPhone 4 8GB, White, for Straight Talk, No Contract",Apple,This was advertised as a phone to use for straight talk wireless...I only wanted that and to get away from Verizon wireless..instead the straight talk ready to activate phone is in fact a Verizon only phone. Totally lied and misled me. I am irate to say the LEAST!!!,1,2
380334,Samsung Rugby 2 A847 Unlocked GSM Ruggedized Phone PTT GPS 3G,Samsung,"This was a total pain. You couldn't get rid of the AT&T programs even though it was unlocked, and they wouldn't work on Consumer Cellular. It started calling people on its own over and over. I reset everything and it worked for awhile, then started calling people again. You couldn't update or change the proprietary OS. Finally bought another from C.C. and chucked this one.",2,1
383101,Samsung SCH-i545 - Galaxy S4 16GB Android Smartphone - Verizon + GSM - Blue (Certified Refurbished),,This was a great purchase. I love this phone and purchasing it here refurbished saved me lots of money. Why should I pay an additional monthly fee for a phone when I can buy one cheaply and have no charge? If my phone breaks I would buy another one in a heartbeat. Phone insurance? Who needs it.,5,1
13566,Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),Apple,This was a great buy for me.,5,1
162196,BLU Vivo Air LTE Factory Unlocked Phone - Retail Packaging - White,BLU,"This was a gift to my daughter. Her phone iPhone 4s was almost three years old and not working well anymore, but I didn't want to pay $600 for an iPhone, even if it is spread over two years. Plus, I hate being locked into a contract so I'm looking to buy phones outright and take them to the carrier with the best deals.I looked at several unlocked phones, and at the time I bought this, it seemed to be the best deal. (although, I think Blu came out with another phone after this! Grrr...)Anyway, I haven't used the phone, but have quizzed my daughter about it, and she loves it. Her friends have all admired it, a couple going absolutely gaga over it. It is so incredibly light, and with a case I bought for it, it has a great hand feel. (It did before the case too, but I always put phones in cases.) I noticed that the screen is very crisp and bright.I was so impressed with this phone, I am probably going to get one for myself, or whichever one of the Blu phones is the newest when I'm ready to buy. (My current phone is only a year old, but I'm considering dropping it. Repeatedly. Until I can say I need a new phone. ;) )",5,2
218198,"LG G3 D851 4G LTE, 32GB, (GSM Unlockedx200E;) Smartphone, Metallic Black",LG,This was a gift but appears to be a very nice phone. Just as nice as an iPhone but less money.,5,1
342429,Samsung Galaxy S4 i9505 16GB LTE Unlocked International Version White,Samsung,"This was a fantastic phone for the three weeks that it worked. I got it the second week of February. By March 1, it was dead. I searched websites and went through several rounds of Samsung online and phone (from my landline, of course) support. Everyone at Samsung was very courteous and polite but instructed me that the phone needed to be sent back for repair, as it was not a battery or charging port issue. Two days shipping, seven-to-10 days of repair, two days shipping back. A long time to go without a phone. Another problem was that no one at Samsung USA could identify the phone by it's manufacturer's numbers. One phone support person told me the phone was built in New Zealand. Another told me it was a UK model. Both sent me to those respective websites for further support. Both were dead ends. So I gave up and sent the phone back for a refund. The refund is still in process, but the seller has been very good about communication, and I'm confident they will make good. I bought a Moto G for half the price. The screen is smaller and the camera's not as good, but it's built like a brick. I love it.",1,1
406298,Verizon LG enV3 VX9200 No Contract 3G QWERTY MP3 Camera Cell Phone Red,LG,This was a Christmas gift for mom and she loves it.... I had been looking at this phone for quite sometime for her and finally decided this was the one I wanted for her... Great phone for her...,5,1
191358,HTC myTouch 4G Slide Global QWERTY Unlocked GSM Android Smartphone,HTC,"this was a big rip off, phone too old, didnt even come with a charge cord!! and I did complain!",1,1
398400,Sony Xperia ZL C6502 Unlocked Android Phone--U.S. Warranty (Black),Sony,"This was a bad experience with this product came with a defect in the speaker did not work and other problems, the seller claimed PCRUSH, but he refused to help me a descuesto or the warranty did not like Amazon, I got your back with this bad service.It looked like a fraud because the seller sent many emails requesting help and I did not answer.I decided to purchase this equipment characteristics you have, you can buy it in a responsible part to give warranty as to buy it, but be very careful where they do.",1,3
276904,Nokia NK530GRY - Unlocked (Gray),Nokia,"This unlocked smart phone is a great value for money. Personally, I like Windows 8 phones better than Android phones. Main downside is that not enough apps are available for Windows phones. Before buying this phone, look at the Windows App store and if all the apps you use are availble, then this will be good buy. This phone also makes a good first smartphone for your child. It is no iPhone, but great value for money.",4,4
133398,BLU S480U Unlocked Studio 7.0 II Smartphone with 5MP Main Camera (Gold),BLU,This unit arrived as promised Amazon has great track record. It has lived up to all as promised. One note make sure your service provider can service the tablets. Our original choice for carriers did not offer a plan but we're able to got one with great service plan and area coverage.,5,2
26979,Apple iPhone 5C 16GB White - Unlocked Cell Phones,Apple,"This took a week to ship, and for an impatient 13 year old boy, that's frustrating. However, it was totally worth the wait. It came in the original packaging, sealed. Also, it came with 1 screen protector and two of the black iPhone 5c cases that cost $30 at Apple.com! The screen protector and the cases are a $70 value. Plus, the phone was $150 less than the cost Apple! Such a great deal. I'm loving my first smartphone :D",5,1
390474,Sony Xperia TL LT30at 16GB 4G LTE Unlocked GSM Android Smartphone - Black,,"This thing pretty much sucks. It has this habit of dropping service like you're in the middle of nowhere and then finding it a few minutes later. I yelled at the service provider and when I got a Nokia Lumia, figured out there was nothing wrong with the service, just that this phone sucks. ....I'd seriously rather use a cup and string.",1,3
395728,Sony Xperia Z3+ (Z3 Plus) E6553 5.2-Inch 32GB Factory Unlocked Smartphone (Copper) - International Stock - No Warranty,,this thing is still terribly heating even after all last firmware updates. Battery charge level drops by 30 pct just in a two hours in standby mode.Totally unacceptable.,1,2
211297,LG Electronics G3 D855 32GB Unlocked International Phone (International Version No Warranty) - Retail Packaging - Violet,LG Electronics,"This thing is a beast! I have owned an LG Optimus Q (StraightTalk my first smartphone), Nexus 4, Nexus 5, and now a LG G3. I am not a LG fanboy it just worked out this way. After using the Optimus for a year and getting to know Android and Google I learned about the Nexus line. Needless to say it's the way to go, especially with the price of the N4. The N5 held the same pricing as the N4 so I updated. I wanted to update again this year to the Nexus 6 but Google changed the price. I wasn't going to pay $750 for a phone especially when it didn't include things the previous phone did (Slimport). Also I broke my screen about 2 months ago for the second time. So it was time to start looking for a new phone.This phone at this price is a steal. Then you include all the add-ons and its a no brainer.These are my reasons for the purchase:1. Price. $417. For the phone to be reduced $250 in 5 months is a good deal.2. Slimport. I like watching movies on my big screen or at a friends house. Chromecast is still a bit off with audio to picture sync.3. Battery. The battery life is impressing me. Blows away my N5 in this department. I listened to 5 hours of Sirius satellite radio with bluetooth going over wifi and I still had 72%. My N5 would have been down to the 20's%.4. Wireless ""Qi"" charging. Once you have it you won't go back to plugs and cords.5. Speaker. I wasn't looking at speakers since it didn't have front facing but I was extremely surprised. It's LOUD for a phone speaker. I compared to the N5 and its about 2X as loud. Sounds good too.6. Screen. The phone is only 1.5 centimeters taller than the N5 but has a screen a 1/2 inch bigger. Plus quadHD to boot. It is a stunning screen to look at. Very happy.7. FM radio. I haven't had this since the flip phone days, this is a nice perk.8. IR Blaster. How sweet is that. Being able to control TV's with my phone is sweet.I probably could make this a top ten list but when I was phone shopping I wanted what my Nexus 5 had and around the same price as I paid for that. This phone exceeds this requirement. I am so happy I got this phone. The UI is different than ""pure"" Android but I like it. Plus I can always add Nova launcher and just switch to that in Home. I hope this helps anyone weighing their options.",5,14
289483,Pandaoo Smart Watch Mobile Phone DZ09 Unlocked Universal GSM Bluetooth 4.0 Music Player Camera Calendar Stopwatch Sync with Android Smartphones(Silver),Pandaoo,this smartwatch wasn't a 200$ watch but if you hook it up bluetooth u can send a recive calls through your watch for your phone and the speaker is loud i listen to youtube videos on my watch while im watching it on my phone .,5,1
260711,"Nokia 5800 XpressMusic Unlocked Phone with U.S. 3G, GPS with Free Voice Navigation, Wi-Fi, and 4 GB MicroSD Card--U.S. Version with Warranty (Black)",Nokia,"This smartphone may surprise you!! The touchscreen is sensitive and is responsive to data input which I didn't expect for a resistive design. Handwriting recognition works well and you can train it to your style. Very fine resolution on the display with saturated colors. Great WLAN (wifi) connections -- works better than my PC. 3.5G on AT&T's cellular network is rather fast. Impressive loudspeakers on voice calls which is something I find valuable. Good sound quality on voice calls. Loundspeakers also work in stereo for music playback. Have not fully tested GPS yet -- not sure how well it works. 'Net browser fully renders web pages including Flash animation. One feature that would have been nice is a trackball but you can swipe your finger to browse pages. Very convenient size and weight - easy to handle and fit in pocket.One note: As mentioned by another reviewer, you must setup messaging with AT&T's message center number in order to send SMS(unbranded phone).To say I'm satisfied would be a little understated. Good job Nokia..!!",5,3
357930,"Samsung Galaxy S5 SM-G900H Factory Unlocked Cellphone, International Version, Black",Samsung,"This smartphone is truly fantastic. It does require some binary intuition on your part. So take some time to go trough the settings and you tube tutelage. Ounce you learn the settings this system becomes indispensable. The settings give you better control over previous models, especially the ultra low power setting. This setting is useful when you're not using the apps and you're stuck in the middle of no where and battery power is a premium. The camera is excellent with settings some what similar to a DSL camera, so you need to take some time to learn them. The Google search has about an 85-90% accuracy. Most of the apps seem to work much better than in previous models. The sound quality of this phone is quite crisp.",5,1
102291,Blackberry Z10 STL100-1 16GB Unlocked GSM OS 10 Smartphone - Black,BlackBerry,"This Smartphone is a marvel! I have since September 2013 and so far no complaints, on the contrary, I am surprised and admired by all I can do with the ... hurts millions of people do not know about this new OS 10. And they are driven (at commercial the market) ... My friends let me tell you that Blackberry is yet again, and every new computer shows, I'm just anxious waiting for the SW 10.3 Update! that will be amazing! Blackberry Bravo! Excellent Product!",5,1
168915,CNPGD [U.S. Office Extended Warranty] Smartwatch Watch Cell Phone Water Resistant NFC Heart Rate Monitor Dual OS Available for Android and IOS Gold,CNPGD,"This smart watch by Jersa is a nice little watch. Although I was not actually able to go online with this phone because I was having technical issues not allowing me to access full use of this cool watch, I did contact the company and they was more than helpful and willing to assist me in fixing the issues. It is easy to get into to put your card in and comes with a instruction pamphlet. It has a nice durable band that adjusts for different size wrists. Easy to turn on and off and slides from side to side to access the windows. Great company to work with.",5,7
332363,Samsung Galaxy S Duos GT-S7562 GSM Unlocked Touchscreen 5MP Camera Smartphone White,Samsung,"this smart phone is very slowly, and is bad, because you connect to charge and it show you that is charging, but wend you unplug it! the smart phone show you that still connect and charging, but you have unplug it. Wen I turn off, and I turn on again, it only show you the samsung logo and then turn off, I have to remove the battery and put it again and until then it turn on. I really am disappoint with this smart phone",1,1
186936,HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty,HTC,"This simple light little phone had so great screen, it's quick to respond and easy to learn to use. It's just like a mini Windows computer but better. Everything right at your fingers.",5,5
260494,"Nokia 5800 XpressMusic Unlocked Phone with U.S. 3G, GPS with Free Voice Navigation, Wi-Fi, and 4 GB MicroSD Card--U.S. Version with Warranty (Black)",Nokia,"This should be a 3.5 star review. I have used this phone for almost a year now and so far it has been ok. The phone is a touch phone that comes with a little stylus, which is lost easily but very cheap and easy to replace if you buy spares on eBay. I barely use the stylus because I find it annoying, but when you want to press a smaller detail on the phone it's good to have. The display sort of looks like a wanna be iphone, and it responds fairly well to commands. The camera is nice and the video records fairly clear which is also nice.I have had to send mine in for service twice since I bought it, the first time for them to tighten the seams around when the phone locks and unlocks (it is a little switch that you push up to lock or unlock, which I find annoying and looks like it might break if you accidently push it too hard) which were coming loose, and the second time because my screen went black. While this was annoying, the good thing was that it happened within the warranty period so the fixed it for free both times. If you think somethign (and I mean anything)is wrong with the phone, call Nokia right away and don't linger until your warranty expires or else the won't fix it for free.The Bad-The phone is a fingerprint magnet and you will be constantly wiping-The screen is sort of plasticity feeling and not as nice as other touch screens-The phone is too thick, and if you get a cover(which you do need) it gets even thicker-The stylus is annoying and is easily lost-The graphics mess-up and freeze all the time, sometimes distort and you have to lock and unlock, or even reset in extreme cases, to fix them-Every couple of months the phone will get stuck and vibrate uncontrollably, you'll need to reset it to fix-It can sometimes get confused with orientation and won't known whether to be vertical or horizontal when you text-The setting take a little while to figure outThe Good-The phone is the nicest touch phone you'll find at such a low price-The customer service is helpful-It is very resilient for a touch phone and has withstood many falls and bangs (in part thanks to the case)-It seems like it will last you a couple years-It's a nice phone for someone on a budget who wants to get something a little nicer than a basic phone-You can browse the internet-You can download some apps and different features-I have never seen anyone else with the same phone at least here in Florida, and it seems to be a little more uncommon in the US, so you'll probably be the only person you know that owns one (which can be a good or a bad thing I guess)In conclusionIf you want a nice not too expensive touch phone, with some web capability get this phone, but if you're looking for and iphone or Android substitute look elsewhere. If you want a nice phone that will last you at least a year or two try this one out.",3,2
377566,Samsung Illusion I110 Verizon CDMA Prepaid Android Cell Phone - Black/Silver,Samsung,"This seller has outstanding professionalism. He went above and beyond to deliver a great product to me. The only flaw in this item was the description said it has a front facing camera, and it doesn't. But I enjoyed my buying experience and no doubt I would recommend this seller to anyone seeking an affordable smart phone.",5,1
376620,"Samsung GT-I9082 Galaxy Grand Duos 8Gb Factory Unlocked, Android 4.1.2 - White",,"This samsung phone is excellent.People those who are looking for dual sim they can buy this phone.This has got jelly bean 4.1.2.I have seen many people have given comment that when they install more app into the samsung phone its gets stuck this is happening because you have to clear the ram.To do that you have to go to settings<Application manager<running,you can close the unwanted app that is running in the background. I suggest if you are looking for samsung dual sim you can buy this phone.",5,3
315374,Samsung Galaxy J2 J200M 8GB - Factory Unlocked Phone - Retail Packaging - Black,Samsung,"This Samsung J2 phone was made in Argentina. If you are in the United States, you cannot register a J2 phone on your account on Samsung.com. This is Amazon.com, so this may be important for US residents. This phone has a Region Lock. It says to call anywhere for 5+ minutes to unlock the Region Lock. I am on my way to Europe, so this is a very annoying needless step, that cost me $20 to get a SIM and Minutes. The phone works in the US. Android works. BUT, in the US, we consumers demand transparency. Opening the box, and having the flyer fall out with the ""Region Lock"" info, was frightening. Not being able to register the product on Samsung.com means 1) I can't register it, and 2) obtaining ""warranty"" service might be non-existent, according to the US Samsung call center representative. At that point, the $138 might mean I bought a ""disposable"" phone.Update May 9 2016: I did use the phone service in the US for the required 5+ minutes in order to meet the requirements of the Region Lock. I'm now in Europe and have Vodaphone voice and data service, both of which work as expected.",5,4
353897,Samsung Galaxy S5 Shimmery White - No Contract Phone (U.S. Cellular),Samsung,"This Samsung galaxy s5 phone I purchased USED, and I must say it was very lightly used (not anymore tho!). Shipped fast, which is another wonderful thing if your like me and can't wait for your new phone to arrive! As for the operation of the phone- it is the absolute best phone I have ever owned (I am writing this review using it). It's operation system is super easy, screen is big enough for me to feel like I'm not squinting, and I can still fit it in my back pocket. It has an awesome picture, also takes pretty good photos, and I would know about that because I do photography! So when I need to take a quick pic I just pull out this bad boy and it can get the job done. It can take a beating, BUT the screen can be fragile, but put a Glass screen protector on it and it can save you big time!I will never own anything other than a Samsung Galaxy-",5,3
330553,Samsung Galaxy Note II N7100 16GB Gray-Unlocked International Phone,,This Samsung Galaxy Note II GT-N7100 - factory unlocked- will not work on either Cincinnati Bell wireless or on Verizon Wireless.,1,3
346074,Samsung Galaxy S4 SGH-I337 Unlocked GSM Smartphone w/ 13 MP Camera - Red (No Warranty),Samsung,"This review will be less about the product itself (because we all know this is an amazing, powerful, fast, feature-packed flagship smartphone) and more about SIM Compatibility/Network. Because that's why we're looking at unlocked phones, right?I digress. In June, I bought the Straight Talk Samsung Galaxy SIII from WalMart for $459.99. I thought it an amazing purchase that I would not regret... I was so wrong. Little did I know it was a CDMA phone (locked to Straight Talk) and it ran on the SPRINT network. This meant little to me then, but it means the world to me now, because I now know that Sprint is the most awful, bogged-down, spotty, insert-derogatory-phrase-here network on this entire planet. I live in Hawaii, and Sprint's network in Hawaii is an absolute joke. I had no service at my own house OR my workplace that was right on the convergence line of two Sprint towers (Sprint can't switch towers very easily so just went into roaming). The closest Sprint tower to my house had a coverage radius of roughly 1 mile, and still does. And worst of all, it's a 3G-only network. Not a regular 3G network, either. I got EDGE speeds at best. I've never pulled more than 1Mbps on the up or down. Straight Talk's S3 was also very watered down, with a locked bootloader and very limited software accessibility. It was a sad life for me.I had had it. I was done with this pitiful excuse for a carrier. All my friends had either AT&T or Verizon, who both had full LTE buildouts here. They always pulled webpages and videos like lightning. Their coverage was broad and consistent. I figured it was time to pinch a few pennies. I had heard that Straight Talk had released an LTE-capable AT&T SIM Card, and I needed a phone for it to power. I had my heart pretty much set on the S4, but didn't know which one to get.This was the one.The product arrived brand-new and completely unopened. Shiny new S4. I put it in the wall, popped the SIM in, edited the APN settings ([...]) and BAM. The 4G LTE icon popped up in the status bar, as well as two consistent bars of service. My experience thus far has been wonderful - I've been pulling a pretty steady 15up/19down everywhere I've been thus far. I now have coverage in my home. I have yet to see the NO SERVICE icon. This may not be a problem for many of you as you may be already coming from AT&T's network - but it's a whole different world for me.TL;DR? This phone works perfectly with Straight Talk's AT&T Micro SIM card. There is no hassle and no fuss - I set it up entirely online in 10 minutes. If these qualifications meet your criteria, buy this sucker - you won't be disappointed.",5,111
